"x","y"
2.82567069679499,0.240969021349926
3.14157304633409,-11.4107979902201
0.236046105623245,-0.655505067477456
3.18339649261907,-14.5959575311266
0.461673439946026,2.16763128176521
1.92681938689202,-10.1102749198122
0.933476162608713,4.40247126760503
3.65592106059194,-6.08509295997914
0.490494375117123,0.412004663778165
4.78071144735441,-20.3828175384521
1.02598047908396,4.53644515557575
3.09716401062906,-9.19077803154563
5.11448420025408,-6.78843090799422
0.0275813620537519,-0.357509176486081
4.89360426273197,-20.7277213917838
4.43833618238568,-5.70819224887723
2.42255566455424,-8.85406491230191
2.7361507024616,-1.23683015397734
0.387628606986254,2.086890039089
4.74151585623622,-18.5368908153948
2.40072302659974,-9.86006805809929
1.71951926825568,-3.62531545925544
1.73287568986416,-1.58951056810435
0.713951799552888,2.79159536332853
2.32297704694793,-13.3050134175596
5.55315206665546,-21.2238649570758
5.15754914609715,-6.54365476740254
0.251252735964954,3.08362122870018
3.92441245866939,-9.82434456447263
2.66250842018053,0.585112214804612
0.618678091093898,2.44939050867945
0.819746324792504,4.14317494465038
0.41738975699991,0.339054467679951
1.27436557598412,4.29341479633205
5.69246957357973,-10.4666991294255
5.77250767825171,-9.06011295727751
1.07960620382801,5.00509625147472
1.86279579810798,-4.15225700702917
2.84625033382326,2.16080384329989
4.08805955853313,-18.0312747332618
5.69846390001476,-6.58223668417731
1.0168333472684,3.36412667806135
0.417843894101679,0.607904981582373
5.85479210224003,-14.6267748875241
4.82748287916183,-20.5565523491055
2.29608586197719,-14.1244655009085
3.32275047060102,-15.8254870126427
2.11394397122785,-14.4891138327392
5.83060196181759,-12.316276285529
3.50795879401267,-11.7833605558884
1.40969892824069,3.48825867502974
5.56006340542808,-19.8449033881743
5.35743711981922,-17.9865220670852
4.18418395332992,-20.8116632428359
5.02983198780566,-12.9401372216386
3.87257503252476,-4.3711458587238
5.33175687957555,-16.1370726887068
5.44288381515071,-22.6782943290356
2.72027284651995,1.11617553847321
1.24777196673676,6.77084821707859
4.6782608195208,-14.0668097973891
2.09889785852283,-13.0008958964238
2.27292859274894,-10.8836317591058
2.38883068878204,-12.7305974192315
0.932983077596873,4.85487593159794
3.579281559214,-6.76770054904212
