"x","y"
1.11270043812692,0
1.9980207812041,1
0.678880596067756,1
1.89177713962272,1
0.368305801413953,0
1.8545805644244,0
0.0634650182910264,0
0.829408977646381,1
0.00153834233060479,0
0.632421114947647,0
1.95712379738688,1
1.29352892376482,1
0.570101316086948,1
1.04341681394726,0
0.522214206401259,1
0.620173226110637,0
0.716347187291831,0
1.60673463577405,0
1.16074294829741,1
1.69185131182894,1
0.432775460649282,0
1.44529008911923,1
1.25974462553859,0
1.95880438247696,1
0.962895154953003,0
1.88625428313389,1
1.54423602484167,0
0.233586080372334,1
1.57227096101269,0
1.37276773201302,0
0.271632066462189,1
0.884281541686505,1
1.18117042211816,1
0.00364797841757536,0
0.235028579365462,1
1.96653105178848,1
0.25869821337983,0
1.34936011349782,0
1.14931627037004,1
1.38406641874462,1
0.368223684374243,0
1.14505631709471,1
0.126293151639402,0
1.69246885878965,0
1.03087631473318,0
1.55769652267918,0
0.92034687846899,1
1.91275752941146,1
1.9337387396954,1
0.148577891755849,0
0.561578973196447,0
0.45892949635163,1
1.76014214335009,0
1.38685206277296,0
1.94188300240785,1
1.68319895025343,0
0.52502871863544,1
0.749478994403034,1
1.3253013570793,0
1.21703862119466,0
0.787003891076893,1
0.641161535866559,0
1.97022517351434,1
1.02726092748344,1
1.46942387754098,1
0.512596137821674,0
1.81233606114984,1
1.96485284809023,1
0.413972184062004,0
0.56444076448679,1
0.68427206017077,0
0.227596399374306,0
1.45121947489679,0
0.366808054037392,1
0.0382343679666519,0
1.43754478171468,1
1.9162519290112,1
0.195313372183591,0
0.551592929288745,1
1.18496649572626,1
0.378162926994264,0
1.55872771982104,0
0.738230975810438,1
1.30045717908069,0
1.21423680521548,0
0.474835301283747,1
0.335084553807974,0
1.87033207435161,1
0.405664627905935,0
0.519887180067599,1
0.131219360977411,0
0.501319536939263,1
0.258289804682136,1
1.1528223445639,0
1.35353150963783,0
1.50553907454014,0
1.6163278631866,0
1.0982451075688,0
0.0157897341996431,0
1.37145913066342,0
